Date,Open,High,Low,Close,Adj Close,Volume
2002-01-28,412.500000,412.500000,400.000000,400.000000,286.486938,39315000
2002-01-29,400.000000,412.500000,400.000000,412.500000,295.439636,28072000
2002-01-30,400.000000,400.000000,387.500000,387.500000,277.534241,10183000
2002-01-31,null,null,null,null,null,null
2002-02-01,387.500000,400.000000,387.500000,400.000000,286.486938,11592000
2002-02-04,387.500000,387.500000,375.000000,387.500000,277.534241,30207000
2002-02-05,387.500000,387.500000,375.000000,387.500000,277.534241,9098000
2002-02-06,387.500000,387.500000,375.000000,387.500000,277.534241,12123000
2002-02-07,375.000000,375.000000,362.500000,362.500000,259.628815,46527000
2002-02-08,362.500000,362.500000,350.000000,350.000000,250.676071,56902000
2002-02-11,362.500000,362.500000,350.000000,362.500000,259.628815,10776000
2002-02-12,null,null,null,null,null,null
2002-02-13,362.500000,362.500000,350.000000,350.000000,250.676071,27146000
2002-02-14,362.500000,362.500000,350.000000,362.500000,259.628815,24333000
2002-02-15,362.500000,387.500000,362.500000,387.500000,277.534241,48398000
2002-02-18,375.000000,400.000000,375.000000,387.500000,277.534241,47868000
2002-02-19,387.500000,400.000000,375.000000,387.500000,277.534241,77330000
2002-02-20,375.000000,400.000000,375.000000,400.000000,286.486938,59690000
2002-02-21,387.500000,412.500000,387.500000,387.500000,277.534241,103298000
2002-02-22,null,null,null,null,null,null
2002-02-25,400.000000,400.000000,375.000000,387.500000,277.534241,88529000
2002-02-26,387.500000,387.500000,375.000000,375.000000,268.581482,12883000
2002-02-27,387.500000,387.500000,375.000000,375.000000,268.581482,1814000
2002-02-28,375.000000,387.500000,375.000000,375.000000,268.581482,14475000
2002-03-01,387.500000,387.500000,362.500000,375.000000,268.581482,41185000
2002-03-04,375.000000,387.500000,375.000000,387.500000,277.534241,17959000
2002-03-05,387.500000,400.000000,375.000000,375.000000,268.581482,25487000
2002-03-06,387.500000,400.000000,387.500000,400.000000,286.486938,20950000
2002-03-07,400.000000,400.000000,387.500000,387.500000,277.534241,104719000
2002-03-08,400.000000,412.500000,400.000000,400.000000,286.486938,50848000
2002-03-11,400.000000,400.000000,387.500000,387.500000,277.534241,20439000
2002-03-12,387.500000,400.000000,387.500000,387.500000,277.534241,6456000
2002-03-13,387.500000,400.000000,387.500000,387.500000,277.534241,601000
2002-03-14,400.000000,400.000000,387.500000,387.500000,277.534241,29314000
2002-03-15,null,null,null,null,null,null
2002-03-18,387.500000,387.500000,375.000000,375.000000,268.581482,28270000
2002-03-19,387.500000,387.500000,375.000000,375.000000,268.581482,27556000
2002-03-20,387.500000,400.000000,375.000000,387.500000,277.534241,22723000
2002-03-21,387.500000,400.000000,387.500000,387.500000,277.534241,28561000
2002-03-22,387.500000,412.500000,387.500000,412.500000,295.439636,292815000
2002-03-25,412.500000,412.500000,400.000000,400.000000,286.486938,61834000
2002-03-26,400.000000,412.500000,400.000000,400.000000,286.486938,24482000
2002-03-27,412.500000,412.500000,400.000000,400.000000,286.486938,45189000
2002-03-28,400.000000,425.000000,400.000000,400.000000,286.486938,111506000
2002-03-29,null,null,null,null,null,null
2002-04-01,412.500000,412.500000,400.000000,412.500000,295.439636,2298000
2002-04-02,412.500000,425.000000,400.000000,425.000000,304.392395,27447000
2002-04-03,425.000000,437.500000,425.000000,425.000000,304.392395,168069000
2002-04-04,425.000000,450.000000,425.000000,450.000000,322.297821,178249000
2002-04-05,450.000000,462.500000,437.500000,437.500000,313.345062,86732000
2002-04-08,437.500000,462.500000,437.500000,450.000000,322.297821,103867000
2002-04-09,450.000000,462.500000,437.500000,437.500000,313.345062,51566000
2002-04-10,462.500000,487.500000,450.000000,475.000000,340.203217,186463000
2002-04-11,475.000000,487.500000,462.500000,475.000000,340.203217,144950000
2002-04-12,475.000000,550.000000,475.000000,525.000000,376.014099,322145000
2002-04-15,537.500000,575.000000,525.000000,550.000000,393.919556,201290000
2002-04-16,550.000000,550.000000,525.000000,550.000000,393.919556,142222000
