Date,Open,High,Low,Close,Adj Close,Volume
2000-10-02,425.000000,427.500000,417.500000,420.000000,300.811340,40281000
2000-10-03,420.000000,422.500000,395.000000,395.000000,282.905853,80108000
2000-10-04,395.000000,395.000000,372.500000,387.500000,277.534241,142717000
2000-10-05,385.000000,400.000000,385.000000,395.000000,282.905853,98996000
2000-10-06,395.000000,395.000000,382.500000,387.500000,277.534241,32459000
2000-10-09,387.500000,387.500000,370.000000,377.500000,270.372101,73661000
2000-10-10,375.000000,377.500000,370.000000,375.000000,268.581482,50967000
2000-10-11,372.500000,390.000000,370.000000,385.000000,275.743652,62755000
2000-10-12,385.000000,395.000000,382.500000,390.000000,279.324768,87548000
2000-10-13,385.000000,395.000000,380.000000,395.000000,282.905853,55849000
2000-10-16,395.000000,395.000000,395.000000,395.000000,282.905853,0
2000-10-17,400.000000,410.000000,400.000000,405.000000,290.068054,56107000
2000-10-18,405.000000,405.000000,395.000000,400.000000,286.486938,49564000
2000-10-19,397.500000,405.000000,392.500000,405.000000,290.068054,63699000
2000-10-20,412.500000,412.500000,387.500000,400.000000,286.486938,72319000
2000-10-23,400.000000,400.000000,387.500000,400.000000,286.486938,14013000
2000-10-24,400.000000,400.000000,387.500000,400.000000,286.486938,1201000
2000-10-25,400.000000,400.000000,400.000000,400.000000,286.486938,0
2000-10-26,387.500000,400.000000,387.500000,400.000000,286.486938,19416000
2000-10-27,400.000000,400.000000,400.000000,400.000000,286.486938,0
2000-10-30,387.500000,387.500000,375.000000,387.500000,277.534241,18327000
2000-10-31,375.000000,387.500000,375.000000,387.500000,277.534241,4662000
2000-11-01,387.500000,387.500000,375.000000,387.500000,277.534241,19331000
2000-11-02,387.500000,387.500000,375.000000,387.500000,277.534241,5983000
2000-11-03,387.500000,387.500000,375.000000,387.500000,277.534241,2152000
2000-11-06,387.500000,400.000000,375.000000,400.000000,286.486938,18890000
2000-11-07,400.000000,400.000000,387.500000,400.000000,286.486938,7109000
2000-11-08,400.000000,412.500000,387.500000,400.000000,286.486938,82401000
2000-11-09,400.000000,412.500000,387.500000,400.000000,286.486938,16252000
2000-11-10,387.500000,425.000000,387.500000,412.500000,295.439636,62488000
2000-11-13,412.500000,425.000000,400.000000,412.500000,295.439636,52630000
2000-11-14,412.500000,425.000000,412.500000,412.500000,295.439636,93265000
2000-11-15,412.500000,425.000000,387.500000,412.500000,295.439636,76137000
2000-11-16,400.000000,400.000000,387.500000,400.000000,286.486938,15982000
2000-11-17,400.000000,400.000000,387.500000,400.000000,286.486938,12389000
2000-11-20,400.000000,400.000000,400.000000,400.000000,286.486938,14601000
2000-11-21,400.000000,412.500000,387.500000,412.500000,295.439636,8470000
2000-11-22,400.000000,412.500000,400.000000,412.500000,295.439636,7385000
2000-11-23,412.500000,437.500000,412.500000,437.500000,313.345062,124834000
2000-11-24,437.500000,437.500000,425.000000,437.500000,313.345062,43010000
2000-11-27,425.000000,425.000000,412.500000,425.000000,304.392395,8882000
2000-11-28,412.500000,412.500000,400.000000,412.500000,295.439636,28649000
2000-11-29,412.500000,412.500000,400.000000,412.500000,295.439636,4246000
2000-11-30,412.500000,412.500000,400.000000,412.500000,295.439636,8145000
2000-12-01,412.500000,412.500000,400.000000,412.500000,295.439636,1860000
2000-12-04,412.500000,412.500000,400.000000,412.500000,295.439636,21370000
2000-12-05,412.500000,412.500000,400.000000,412.500000,295.439636,879000
2000-12-06,412.500000,412.500000,400.000000,412.500000,295.439636,11153000
2000-12-07,412.500000,425.000000,400.000000,425.000000,304.392395,29604000
2000-12-08,412.500000,412.500000,400.000000,412.500000,295.439636,3711000
2000-12-11,400.000000,412.500000,400.000000,412.500000,295.439636,12952000
2000-12-12,400.000000,400.000000,387.500000,400.000000,286.486938,25065000
2000-12-13,400.000000,400.000000,387.500000,400.000000,286.486938,5268000
2000-12-14,400.000000,412.500000,387.500000,412.500000,295.439636,14530000
2000-12-15,400.000000,400.000000,387.500000,400.000000,286.486938,11124000
2000-12-18,387.500000,400.000000,375.000000,387.500000,277.534241,18394000
2000-12-19,387.500000,387.500000,375.000000,387.500000,277.534241,4576000
2000-12-20,387.500000,387.500000,375.000000,387.500000,277.534241,508000
2000-12-21,387.500000,387.500000,375.000000,387.500000,277.534241,11274000
2000-12-22,387.500000,387.500000,375.000000,387.500000,277.534241,1272000
2000-12-25,null,null,null,null,null,null
2000-12-26,null,null,null,null,null,null
2000-12-27,null,null,null,null,null,null
2000-12-28,null,null,null,null,null,null
2000-12-29,null,null,null,null,null,null
2001-01-01,null,null,null,null,null,null
2001-01-02,387.500000,400.000000,387.500000,400.000000,286.486938,11422000
2001-01-03,387.500000,400.000000,387.500000,400.000000,286.486938,12873000
2001-01-04,387.500000,400.000000,387.500000,400.000000,286.486938,17067000
2001-01-05,400.000000,412.500000,387.500000,400.000000,286.486938,41156000
2001-01-08,387.500000,400.000000,387.500000,400.000000,286.486938,2877000
2001-01-09,387.500000,400.000000,387.500000,400.000000,286.486938,2008000
2001-01-10,400.000000,400.000000,387.500000,400.000000,286.486938,2865000
2001-01-11,387.500000,400.000000,387.500000,400.000000,286.486938,1852000
2001-01-12,387.500000,400.000000,387.500000,400.000000,286.486938,40938000
2001-01-15,387.500000,400.000000,387.500000,400.000000,286.486938,35873000
2001-01-16,400.000000,400.000000,387.500000,400.000000,286.486938,3155000
2001-01-17,400.000000,400.000000,387.500000,400.000000,286.486938,40516000
2001-01-18,400.000000,412.500000,387.500000,412.500000,295.439636,17464000
2001-01-19,400.000000,412.500000,400.000000,412.500000,295.439636,19483000
2001-01-22,400.000000,425.000000,400.000000,425.000000,304.392395,47782000
2001-01-23,412.500000,412.500000,400.000000,412.500000,295.439636,2283000
2001-01-24,400.000000,412.500000,400.000000,412.500000,295.439636,56000
2001-01-25,412.500000,437.500000,412.500000,425.000000,304.392395,77618000
2001-01-26,425.000000,425.000000,412.500000,425.000000,304.392395,6950000
2001-01-29,412.500000,425.000000,412.500000,425.000000,304.392395,24072000
2001-01-30,425.000000,437.500000,412.500000,437.500000,313.345062,29582000
2001-01-31,437.500000,462.500000,437.500000,450.000000,322.297821,76376000
2001-02-01,450.000000,475.000000,437.500000,475.000000,340.203217,100991000
2001-02-02,475.000000,562.500000,475.000000,550.000000,393.919556,317593000
2001-02-05,575.000000,637.500000,550.000000,575.000000,411.825012,628477000
2001-02-06,562.500000,562.500000,537.500000,550.000000,393.919556,132481000
2001-02-07,537.500000,537.500000,475.000000,500.000000,358.108673,191584000
2001-02-08,500.000000,512.500000,500.000000,512.500000,367.061371,56678000
2001-02-09,500.000000,500.000000,475.000000,487.500000,349.155975,96414000
2001-02-12,487.500000,500.000000,475.000000,500.000000,358.108673,50058000
2001-02-13,500.000000,500.000000,487.500000,500.000000,358.108673,21744000
2001-02-14,487.500000,500.000000,487.500000,500.000000,358.108673,13189000
2001-02-15,500.000000,525.000000,500.000000,525.000000,376.014099,140063000
2001-02-16,525.000000,525.000000,487.500000,500.000000,358.108673,41846000
2001-02-19,487.500000,500.000000,487.500000,500.000000,358.108673,17796000
2001-02-20,500.000000,500.000000,475.000000,487.500000,349.155975,28924000
2001-02-21,487.500000,512.500000,487.500000,512.500000,367.061371,77569000
2001-02-22,512.500000,512.500000,500.000000,512.500000,367.061371,15715000
2001-02-23,512.500000,512.500000,500.000000,512.500000,367.061371,1389000
2001-02-26,500.000000,500.000000,475.000000,487.500000,349.155975,42894000
2001-02-27,487.500000,500.000000,475.000000,487.500000,349.155975,15967000
2001-02-28,487.500000,487.500000,437.500000,462.500000,331.250549,161941000
2001-03-01,450.000000,450.000000,437.500000,450.000000,322.297821,57944000
2001-03-02,450.000000,462.500000,437.500000,450.000000,322.297821,39864000
2001-03-05,null,null,null,null,null,null
2001-03-06,450.000000,475.000000,450.000000,462.500000,331.250549,37287000
2001-03-07,462.500000,475.000000,462.500000,462.500000,331.250549,25868000
2001-03-08,462.500000,462.500000,450.000000,462.500000,331.250549,15444000
2001-03-09,462.500000,462.500000,437.500000,450.000000,322.297821,41076000
2001-03-12,425.000000,437.500000,412.500000,437.500000,313.345062,89163000
2001-03-13,412.500000,425.000000,400.000000,412.500000,295.439636,34935000
2001-03-14,null,null,null,null,null,null
2001-03-15,412.500000,425.000000,400.000000,425.000000,304.392395,19298000
2001-03-16,425.000000,425.000000,400.000000,425.000000,304.392395,15799000
2001-03-19,412.500000,412.500000,400.000000,412.500000,295.439636,19003000
2001-03-20,412.500000,412.500000,400.000000,412.500000,295.439636,10184000
2001-03-21,400.000000,425.000000,400.000000,425.000000,304.392395,39101000
2001-03-22,412.500000,425.000000,400.000000,412.500000,295.439636,21168000
2001-03-23,412.500000,425.000000,412.500000,425.000000,304.392395,4018000
2001-03-26,null,null,null,null,null,null
2001-03-27,425.000000,425.000000,400.000000,412.500000,295.439636,6204000
2001-03-28,412.500000,425.000000,412.500000,425.000000,304.392395,5740000
2001-03-29,412.500000,425.000000,412.500000,425.000000,304.392395,1507000
2001-03-30,425.000000,425.000000,412.500000,425.000000,304.392395,19650000
2001-04-02,425.000000,425.000000,412.500000,412.500000,295.439636,13559000
2001-04-03,412.500000,412.500000,400.000000,400.000000,286.486938,5010000
2001-04-04,400.000000,412.500000,400.000000,400.000000,286.486938,31898000
2001-04-05,400.000000,400.000000,387.500000,400.000000,286.486938,26684000
2001-04-06,400.000000,400.000000,387.500000,400.000000,286.486938,10898000
2001-04-09,387.500000,387.500000,375.000000,387.500000,277.534241,16793000
2001-04-10,387.500000,387.500000,375.000000,387.500000,277.534241,55144000
2001-04-11,387.500000,400.000000,375.000000,387.500000,277.534241,29903000
2001-04-12,387.500000,400.000000,387.500000,400.000000,286.486938,8714000
2001-04-13,null,null,null,null,null,null
2001-04-16,387.500000,400.000000,387.500000,387.500000,277.534241,8252000
2001-04-17,400.000000,412.500000,387.500000,400.000000,286.486938,70498000
2001-04-18,400.000000,400.000000,375.000000,387.500000,277.534241,9702000
2001-04-19,387.500000,387.500000,375.000000,387.500000,277.534241,32786000
2001-04-20,375.000000,387.500000,362.500000,387.500000,277.534241,34068000
2001-04-23,375.000000,375.000000,362.500000,375.000000,268.581482,11576000
2001-04-24,375.000000,375.000000,362.500000,375.000000,268.581482,1103000
2001-04-25,375.000000,375.000000,362.500000,375.000000,268.581482,44660000
2001-04-26,375.000000,375.000000,362.500000,375.000000,268.581482,44660000
2001-04-27,375.000000,375.000000,362.500000,375.000000,268.581482,8840000
2001-04-30,375.000000,375.000000,362.500000,375.000000,268.581482,19069000
2001-05-01,375.000000,400.000000,375.000000,387.500000,277.534241,59581000
2001-05-02,387.500000,387.500000,387.500000,387.500000,277.534241,21676000
2001-05-03,387.500000,412.500000,375.000000,400.000000,286.486938,54279000
2001-05-04,400.000000,425.000000,387.500000,412.500000,295.439636,69879000
2001-05-07,null,null,null,null,null,null
2001-05-08,412.500000,412.500000,400.000000,412.500000,295.439636,36532000
2001-05-09,400.000000,412.500000,400.000000,412.500000,295.439636,43176000
2001-05-10,400.000000,400.000000,387.500000,400.000000,286.486938,77164000
2001-05-11,387.500000,387.500000,362.500000,387.500000,277.534241,113096000
2001-05-14,375.000000,387.500000,375.000000,387.500000,277.534241,9676000
2001-05-15,375.000000,375.000000,362.500000,375.000000,268.581482,41941000
2001-05-16,375.000000,375.000000,362.500000,375.000000,268.581482,107452000
2001-05-17,375.000000,375.000000,362.500000,375.000000,268.581482,27431000
2001-05-18,375.000000,375.000000,362.500000,375.000000,268.581482,55045000
2001-05-21,362.500000,375.000000,362.500000,375.000000,268.581482,16536000
2001-05-22,375.000000,375.000000,362.500000,375.000000,268.581482,808000
2001-05-23,375.000000,375.000000,362.500000,362.500000,259.628815,558000
2001-05-24,null,null,null,null,null,null
2001-05-25,362.500000,400.000000,362.500000,387.500000,277.534241,205758000
2001-05-28,387.500000,387.500000,375.000000,387.500000,277.534241,99962000
2001-05-29,387.500000,400.000000,387.500000,400.000000,286.486938,21391000
2001-05-30,400.000000,400.000000,387.500000,400.000000,286.486938,29837000
2001-05-31,400.000000,412.500000,387.500000,400.000000,286.486938,75745000
2001-06-01,400.000000,412.500000,375.000000,375.000000,268.581482,166540000
2001-06-04,null,null,null,null,null,null
2001-06-05,375.000000,400.000000,375.000000,400.000000,286.486938,79166000
2001-06-06,387.500000,400.000000,387.500000,400.000000,286.486938,34548000
2001-06-07,400.000000,400.000000,387.500000,400.000000,286.486938,11112000
2001-06-08,400.000000,400.000000,387.500000,400.000000,286.486938,20179000
2001-06-11,387.500000,412.500000,387.500000,412.500000,295.439636,74347000
2001-06-12,400.000000,412.500000,400.000000,412.500000,295.439636,11762000
2001-06-13,412.500000,412.500000,400.000000,412.500000,295.439636,3802000
2001-06-14,400.000000,400.000000,400.000000,400.000000,286.486938,78990000
2001-06-15,400.000000,412.500000,387.500000,412.500000,295.439636,44401000
2001-06-18,400.000000,400.000000,387.500000,400.000000,286.486938,43299000
2001-06-19,400.000000,400.000000,387.500000,400.000000,286.486938,22515000
2001-06-20,387.500000,412.500000,387.500000,412.500000,295.439636,49285000
2001-06-21,412.500000,412.500000,400.000000,412.500000,295.439636,8624000
2001-06-22,412.500000,412.500000,400.000000,412.500000,295.439636,31064000
2001-06-25,400.000000,412.500000,400.000000,412.500000,295.439636,1404000
2001-06-26,412.500000,412.500000,400.000000,412.500000,295.439636,2454000
2001-06-27,412.500000,425.000000,400.000000,425.000000,304.392395,88475000
2001-06-28,412.500000,412.500000,400.000000,412.500000,295.439636,27615000
2001-06-29,400.000000,425.000000,400.000000,425.000000,304.392395,15519000
2001-07-02,412.500000,425.000000,412.500000,412.500000,295.439636,23880000
2001-07-03,412.500000,412.500000,400.000000,412.500000,295.439636,1292000
2001-07-04,412.500000,412.500000,400.000000,412.500000,295.439636,7471000
2001-07-05,412.500000,412.500000,400.000000,412.500000,295.439636,17655000
2001-07-06,400.000000,412.500000,400.000000,412.500000,295.439636,36447000
2001-07-09,412.500000,412.500000,400.000000,412.500000,295.439636,15336000
2001-07-10,412.500000,412.500000,400.000000,412.500000,295.439636,5116000
2001-07-11,412.500000,437.500000,412.500000,437.500000,313.345062,238331000
2001-07-12,437.500000,450.000000,425.000000,437.500000,313.345062,87639000
2001-07-13,437.500000,437.500000,425.000000,437.500000,313.345062,41640000
2001-07-16,437.500000,437.500000,425.000000,425.000000,304.392395,42308000
2001-07-17,425.000000,425.000000,412.500000,425.000000,304.392395,30953000
2001-07-18,425.000000,437.500000,425.000000,437.500000,313.345062,15390000
2001-07-19,437.500000,462.500000,437.500000,450.000000,322.297821,261313000
2001-07-20,450.000000,450.000000,425.000000,437.500000,313.345062,110626000
2001-07-23,462.500000,487.500000,437.500000,450.000000,322.297821,505213000
2001-07-24,450.000000,462.500000,437.500000,450.000000,322.297821,142565000
2001-07-25,450.000000,450.000000,425.000000,437.500000,313.345062,143768000
2001-07-26,437.500000,450.000000,425.000000,437.500000,313.345062,56768000
2001-07-27,437.500000,437.500000,412.500000,437.500000,313.345062,38340000
2001-07-30,437.500000,437.500000,425.000000,437.500000,313.345062,10152000
2001-07-31,425.000000,437.500000,412.500000,425.000000,304.392395,25987000
2001-08-01,425.000000,425.000000,412.500000,425.000000,304.392395,2937000
2001-08-02,412.500000,412.500000,400.000000,412.500000,295.439636,98076000
2001-08-03,412.500000,412.500000,400.000000,412.500000,295.439636,69225000
2001-08-06,400.000000,412.500000,400.000000,412.500000,295.439636,2422000
2001-08-07,400.000000,412.500000,387.500000,400.000000,286.486938,61399000
2001-08-08,400.000000,412.500000,400.000000,412.500000,295.439636,77860000
2001-08-09,412.500000,412.500000,387.500000,400.000000,286.486938,38081000
2001-08-10,400.000000,412.500000,387.500000,400.000000,286.486938,22946000
2001-08-13,400.000000,425.000000,400.000000,425.000000,304.392395,57117000
2001-08-14,425.000000,425.000000,400.000000,412.500000,295.439636,30624000
2001-08-15,412.500000,412.500000,400.000000,412.500000,295.439636,1501000
2001-08-16,412.500000,412.500000,400.000000,412.500000,295.439636,2138000
2001-08-17,null,null,null,null,null,null
2001-08-20,412.500000,412.500000,400.000000,412.500000,295.439636,4137000
2001-08-21,412.500000,412.500000,400.000000,412.500000,295.439636,39424000
2001-08-22,412.500000,412.500000,400.000000,412.500000,295.439636,3766000
2001-08-23,412.500000,412.500000,400.000000,412.500000,295.439636,5002000
2001-08-24,400.000000,412.500000,400.000000,412.500000,295.439636,14492000
2001-08-27,412.500000,412.500000,400.000000,400.000000,286.486938,2698000
2001-08-28,400.000000,412.500000,400.000000,400.000000,286.486938,4849000
2001-08-29,400.000000,412.500000,400.000000,400.000000,286.486938,54280000
2001-08-30,400.000000,400.000000,387.500000,400.000000,286.486938,2933000
2001-08-31,400.000000,400.000000,387.500000,400.000000,286.486938,3355000
2001-09-03,400.000000,400.000000,387.500000,400.000000,286.486938,5876000
2001-09-04,387.500000,400.000000,387.500000,400.000000,286.486938,15730000
2001-09-05,400.000000,400.000000,387.500000,400.000000,286.486938,14603000
2001-09-06,400.000000,412.500000,400.000000,412.500000,295.439636,51328000
2001-09-07,400.000000,412.500000,387.500000,400.000000,286.486938,14621000
2001-09-10,400.000000,400.000000,387.500000,400.000000,286.486938,1503000
2001-09-11,400.000000,400.000000,400.000000,400.000000,286.486938,20169000
2001-09-12,387.500000,387.500000,375.000000,375.000000,268.581482,51433000
2001-09-13,387.500000,387.500000,375.000000,387.500000,277.534241,10660000
2001-09-14,387.500000,400.000000,375.000000,387.500000,277.534241,34593000
2001-09-17,375.000000,375.000000,362.500000,375.000000,268.581482,58381000
2001-09-18,375.000000,387.500000,375.000000,387.500000,277.534241,21325000
2001-09-19,375.000000,387.500000,375.000000,387.500000,277.534241,13611000
2001-09-20,375.000000,387.500000,375.000000,387.500000,277.534241,16898000
2001-09-21,375.000000,387.500000,375.000000,375.000000,268.581482,35796000
2001-09-24,null,null,null,null,null,null
2001-09-25,375.000000,375.000000,362.500000,362.500000,259.628815,31459000
2001-09-26,362.500000,362.500000,350.000000,362.500000,259.628815,19601000
2001-09-27,362.500000,362.500000,350.000000,350.000000,250.676071,52794000
2001-09-28,null,null,null,null,null,null
2001-10-01,350.000000,362.500000,337.500000,362.500000,259.628815,27887000
2001-10-02,337.500000,350.000000,337.500000,337.500000,241.723389,7782000
2001-10-03,337.500000,350.000000,325.000000,350.000000,250.676071,65028000
2001-10-04,350.000000,350.000000,337.500000,350.000000,250.676071,6450000
2001-10-05,350.000000,350.000000,337.500000,350.000000,250.676071,9849000
2001-10-08,325.000000,350.000000,325.000000,350.000000,250.676071,48513000
2001-10-09,337.500000,350.000000,337.500000,350.000000,250.676071,22992000
2001-10-10,337.500000,337.500000,325.000000,325.000000,232.770660,9312000
2001-10-11,337.500000,337.500000,337.500000,337.500000,241.723389,18064000
2001-10-12,337.500000,337.500000,325.000000,337.500000,241.723389,31079000
2001-10-15,null,null,null,null,null,null
2001-10-16,337.500000,337.500000,325.000000,337.500000,241.723389,1703000
2001-10-17,337.500000,337.500000,325.000000,337.500000,241.723389,9587000
2001-10-18,337.500000,362.500000,337.500000,350.000000,250.676071,107919000
2001-10-19,350.000000,362.500000,350.000000,362.500000,259.628815,19909000
2001-10-22,350.000000,350.000000,337.500000,350.000000,250.676071,7278000
2001-10-23,350.000000,362.500000,337.500000,337.500000,241.723389,83633000
2001-10-24,350.000000,350.000000,337.500000,350.000000,250.676071,25372000
2001-10-25,350.000000,350.000000,337.500000,350.000000,250.676071,3665000
2001-10-26,337.500000,350.000000,337.500000,337.500000,241.723389,13636000
2001-10-29,337.500000,350.000000,325.000000,337.500000,241.723389,37212000
2001-10-30,337.500000,337.500000,325.000000,337.500000,241.723389,4144000
2001-10-31,337.500000,337.500000,325.000000,337.500000,241.723389,1178000
2001-11-01,337.500000,337.500000,325.000000,337.500000,241.723389,6101000
2001-11-02,325.000000,325.000000,312.500000,325.000000,232.770660,29510000
2001-11-05,325.000000,325.000000,300.000000,312.500000,223.817947,16955000
2001-11-06,312.500000,312.500000,300.000000,312.500000,223.817947,12811000
2001-11-07,312.500000,325.000000,312.500000,312.500000,223.817947,65523000
2001-11-08,312.500000,312.500000,312.500000,312.500000,223.817947,28148000
2001-11-09,null,null,null,null,null,null
2001-11-12,300.000000,300.000000,287.500000,300.000000,214.865189,19750000
2001-11-13,287.500000,300.000000,275.000000,275.000000,196.959778,53169000
2001-11-14,287.500000,287.500000,287.500000,287.500000,205.912506,37090000
2001-11-15,287.500000,300.000000,287.500000,300.000000,214.865189,43584000
2001-11-16,287.500000,312.500000,287.500000,312.500000,223.817947,35910000
2001-11-19,300.000000,337.500000,300.000000,337.500000,241.723389,46384000
2001-11-20,325.000000,337.500000,325.000000,325.000000,232.770660,33952000
2001-11-21,325.000000,325.000000,312.500000,325.000000,232.770660,6630000
2001-11-22,312.500000,312.500000,300.000000,312.500000,223.817947,23613000
2001-11-23,312.500000,312.500000,300.000000,312.500000,223.817947,15434000
2001-11-26,312.500000,325.000000,300.000000,312.500000,223.817947,26878000
2001-11-27,312.500000,312.500000,300.000000,312.500000,223.817947,31577000
2001-11-28,300.000000,312.500000,300.000000,312.500000,223.817947,15462000
2001-11-29,300.000000,312.500000,287.500000,287.500000,205.912506,29237000
2001-11-30,300.000000,312.500000,300.000000,312.500000,223.817947,20261000
2001-12-03,312.500000,312.500000,300.000000,312.500000,223.817947,166136000
2001-12-04,312.500000,312.500000,287.500000,300.000000,214.865189,133396000
2001-12-05,300.000000,312.500000,287.500000,287.500000,205.912506,19523000
2001-12-06,300.000000,312.500000,287.500000,300.000000,214.865189,9126000
2001-12-07,300.000000,312.500000,300.000000,312.500000,223.817947,260993000
2001-12-10,300.000000,312.500000,300.000000,312.500000,223.817947,37665000
2001-12-11,300.000000,312.500000,300.000000,300.000000,214.865189,75590000
2001-12-12,312.500000,312.500000,300.000000,312.500000,223.817947,57273000
2001-12-13,312.500000,325.000000,300.000000,300.000000,214.865189,111013000
2001-12-14,null,null,null,null,null,null
2001-12-17,null,null,null,null,null,null
2001-12-18,null,null,null,null,null,null
2001-12-19,312.500000,312.500000,300.000000,312.500000,223.817947,1494000
2001-12-20,300.000000,312.500000,300.000000,312.500000,223.817947,22398000
2001-12-21,300.000000,312.500000,300.000000,312.500000,223.817947,11541000
2001-12-24,null,null,null,null,null,null
2001-12-25,null,null,null,null,null,null
2001-12-26,312.500000,312.500000,300.000000,300.000000,214.865189,2143000
2001-12-27,312.500000,312.500000,300.000000,312.500000,223.817947,499000
2001-12-28,312.500000,325.000000,300.000000,312.500000,223.817947,58611000
2001-12-31,null,null,null,null,null,null
2002-01-01,null,null,null,null,null,null
2002-01-02,312.500000,312.500000,300.000000,312.500000,223.817947,1440000
2002-01-03,null,null,null,null,null,null
2002-01-04,312.500000,325.000000,312.500000,325.000000,232.770660,89855000
2002-01-07,325.000000,325.000000,312.500000,325.000000,232.770660,2067000
2002-01-08,325.000000,337.500000,325.000000,325.000000,232.770660,21509000
2002-01-09,337.500000,337.500000,325.000000,325.000000,232.770660,4998000
2002-01-10,337.500000,350.000000,325.000000,350.000000,250.676071,110362000
2002-01-11,350.000000,375.000000,350.000000,362.500000,259.628815,130602000
2002-01-14,362.500000,362.500000,350.000000,350.000000,250.676071,25120000
2002-01-15,362.500000,362.500000,350.000000,350.000000,250.676071,33260000
2002-01-16,350.000000,400.000000,350.000000,375.000000,268.581482,137601000
2002-01-17,375.000000,412.500000,375.000000,412.500000,295.439636,116499000
2002-01-18,400.000000,412.500000,375.000000,375.000000,268.581482,60244000
2002-01-21,375.000000,387.500000,375.000000,375.000000,268.581482,1822000
2002-01-22,375.000000,400.000000,375.000000,387.500000,277.534241,38207000
2002-01-23,387.500000,400.000000,387.500000,387.500000,277.534241,37615000
2002-01-24,400.000000,412.500000,400.000000,400.000000,286.486938,71402000
2002-01-25,400.000000,425.000000,400.000000,425.000000,304.392395,99494000
